id_cliente;edad;importe_solicitado;duracion_credito;antiguedad_empleado;situacion_vivienda;ingresos;objetivo_credito;pct_ingreso;tasa_interes;estado_credito;falta_pago
788630958.0;24;5375;3;0.0;ALQUILER;24000;SALUD;0.22;10.99;0;N
716292033.0;24;5375;4;1.0;ALQUILER;26000;SALUD;0.21;13.47;0;Y
780372408.0;24;5400;3;3.0;ALQUILER;18000;SALUD;0.3;15.99;1;Y
717646008.0;22;5400;4;2.0;ALQUILER;18000;PAGO_DEUDAS;0.3;15.23;1;N
720853158.0;25;8600;2;1.0;HIPOTECA;46000;MEJORAS_HOGAR;0.19;;0;N
823507833.0;22;6000;2;3.0;HIPOTECA;46000;PAGO_DEUDAS;0.13;7.68;0;N
714581358.0;23;5400;4;0.0;ALQUILER;21600;SALUD;0.25;;0;Y
711111633.0;26;5400;3;3.0;ALQUILER;24000;EDUCACIÓN;0.23;11.49;0;N
825831933.0;26;5400;2;2.0;ALQUILER;25300;MEJORAS_HOGAR;0.21;16.02;1;Y
709904508.0;21;10000;3;5.0;PROPIA;46000;INVERSIONES;0.22;14.74;0;Y
712022883.0;23;5400;2;7.0;ALQUILER;26400;EDUCACIÓN;0.2;10.38;0;N
712173108.0;21;4000;3;4.0;HIPOTECA;46002;INVERSIONES;0.09;;0;Y
714156633.0;26;5400;4;3.0;ALQUILER;30000;PERSONAL;0.18;10.0;0;N
713256033.0;22;5400;2;1.0;ALQUILER;32000;PERSONAL;0.17;16.29;1;N
720274158.0;26;5400;4;0.0;ALQUILER;33600;PERSONAL;0.16;;0;N
794253108.0;23;5400;2;7.0;ALQUILER;35000;PERSONAL;0.15;10.59;0;N
772394883.0;23;9000;4;4.0;HIPOTECA;46113;PERSONAL;0.2;15.99;0;Y
720899883.0;25;10000;3;9.0;HIPOTECA;46116;PAGO_DEUDAS;0.22;11.03;0;N
714313608.0;25;1500;2;9.0;HIPOTECA;46144;EDUCACIÓN;0.03;7.49;0;N
716602683.0;23;5400;4;5.0;ALQUILER;35000;SALUD;0.15;12.84;0;N
715928808.0;26;5400;2;;ALQUILER;36000;INVERSIONES;0.15;8.9;0;N
714771708.0;22;5400;2;4.0;ALQUILER;45000;EDUCACIÓN;0.12;7.29;0;N
721137558.0;25;5400;3;9.0;ALQUILER;54000;EDUCACIÓN;0.1;7.88;0;N
820268358.0;23;5400;2;3.0;ALQUILER;55000;INVERSIONES;0.1;11.99;0;N
709273383.0;24;3600;4;6.0;HIPOTECA;46325;SALUD;0.08;7.68;0;N
822959133.0;22;5400;4;4.0;ALQUILER;57500;SALUD;0.09;5.42;0;N
720491958.0;25;9750;3;0.0;HIPOTECA;46350;INVERSIONES;0.21;10.0;0;N
713607108.0;23;15000;2;7.0;HIPOTECA;46394;SALUD;0.32;13.47;0;N
717890583.0;23;5400;3;4.0;ALQUILER;60000;SALUD;0.09;7.49;0;N
718384233.0;23;5400;2;3.0;ALQUILER;63000;INVERSIONES;0.09;14.54;0;N
709729533.0;23;10000;2;6.0;HIPOTECA;46450;EDUCACIÓN;0.22;5.42;0;N
713401758.0;26;15000;3;1.0;HIPOTECA;46464;INVERSIONES;0.32;12.21;0;N
773257233.0;22;5400;2;6.0;ALQUILER;58617;SALUD;0.09;15.21;1;N
713556033.0;22;13000;3;3.0;HIPOTECA;46500;INVERSIONES;0.28;7.29;0;N
771899433.0;22;5400;2;2.0;ALQUILER;69108;PERSONAL;0.08;15.95;1;Y
709711758.0;24;5400;4;5.0;ALQUILER;112000;PAGO_DEUDAS;0.05;15.27;0;Y
719265108.0;22;5425;2;3.0;ALQUILER;22718;EDUCACIÓN;0.24;11.99;0;N
720991833.0;23;6000;2;2.0;PROPIA;46500;PAGO_DEUDAS;0.13;;0;Y
778740708.0;22;4000;3;1.0;HIPOTECA;46500;EDUCACIÓN;0.09;10.62;0;N
710952933.0;24;8500;3;8.0;HIPOTECA;40500;PAGO_DEUDAS;0.21;10.99;1;N
779954658.0;21;1300;2;5.0;HIPOTECA;46500;EDUCACIÓN;0.03;14.96;0;N
714204108.0;26;5450;4;7.0;ALQUILER;83004;EDUCACIÓN;0.07;7.9;0;N
802878408.0;24;16000;3;0.0;HIPOTECA;46500;MEJORAS_HOGAR;0.34;12.53;0;Y
805546308.0;22;12000;3;1.0;HIPOTECA;46500;EDUCACIÓN;0.26;12.21;0;N
716244933.0;23;15000;4;7.0;HIPOTECA;46551;INVERSIONES;0.32;10.62;0;N
712018233.0;22;5500;4;5.0;ALQUILER;12000;EDUCACIÓN;0.46;10.36;1;N
719504433.0;21;5500;3;4.0;ALQUILER;14400;SALUD;0.38;11.48;1;N
794558658.0;21;5500;3;4.0;ALQUILER;15192;PERSONAL;0.36;13.11;1;Y
711634008.0;26;5500;3;;ALQUILER;15436;PAGO_DEUDAS;0.36;7.88;1;N
708260208.0;25;5500;2;1.0;ALQUILER;18000;PERSONAL;0.31;11.71;1;N
713435058.0;23;5500;3;4.0;ALQUILER;19136;EDUCACIÓN;0.29;17.93;1;Y
719656533.0;23;15000;4;7.0;PROPIA;46776;PAGO_DEUDAS;0.32;13.24;0;N
719709558.0;25;7000;4;5.0;PROPIA;40800;MEJORAS_HOGAR;0.17;19.03;1;N
710311233.0;26;12725;2;3.0;HIPOTECA;46800;MEJORAS_HOGAR;0.27;12.42;0;N
719216508.0;23;5000;2;;HIPOTECA;46800;PERSONAL;0.11;6.99;0;N
817892208.0;23;5500;2;5.0;ALQUILER;20400;INVERSIONES;0.27;;0;Y
713105508.0;24;12000;2;6.0;HIPOTECA;46800;PAGO_DEUDAS;0.26;6.99;0;N
710719683.0;23;5500;4;3.0;ALQUILER;21600;EDUCACIÓN;0.25;9.25;0;N
718202658.0;26;6000;2;;HIPOTECA;46800;MEJORAS_HOGAR;0.13;14.91;0;N
714102183.0;23;9000;4;7.0;PROPIA;46800;INVERSIONES;0.19;;0;Y
719445633.0;22;3600;3;4.0;HIPOTECA;46800;SALUD;0.08;7.14;0;N
715410783.0;21;5500;2;2.0;ALQUILER;21700;MEJORAS_HOGAR;0.25;14.91;1;N
709820658.0;23;5500;4;1.0;ALQUILER;22000;EDUCACIÓN;0.25;13.04;0;N
718481283.0;24;5500;3;4.0;ALQUILER;23000;SALUD;0.24;6.54;0;N
789300408.0;21;5000;3;;HIPOTECA;46800;PAGO_DEUDAS;0.11;7.51;0;N
711970533.0;22;5500;3;3.0;ALQUILER;23004;PERSONAL;0.24;5.79;0;N
815088483.0;22;11500;4;4.0;PROPIA;46800;EDUCACIÓN;0.25;7.51;0;N
717139608.0;24;5500;3;5.0;ALQUILER;24000;PERSONAL;0.23;14.27;0;Y
767668908.0;24;6000;4;8.0;HIPOTECA;46800;INVERSIONES;0.13;14.22;0;Y
717626508.0;23;5500;4;0.0;ALQUILER;24000;PERSONAL;0.23;13.99;0;N
712484733.0;23;5500;4;1.0;ALQUILER;24000;INVERSIONES;0.23;10.99;0;N
716216958.0;23;13000;2;4.0;HIPOTECA;46800;PERSONAL;0.28;8.59;0;N
718693683.0;23;5500;4;0.0;ALQUILER;25000;PERSONAL;0.22;9.32;0;N
716298633.0;23;5500;2;1.0;ALQUILER;25200;EDUCACIÓN;0.22;7.9;0;N
714246333.0;22;5500;2;0.0;ALQUILER;26400;EDUCACIÓN;0.21;13.72;0;Y
755661933.0;23;7000;4;;PROPIA;46932;EDUCACIÓN;0.15;5.79;0;N
712914783.0;22;11000;2;5.0;PROPIA;46976;PERSONAL;0.23;14.26;0;Y
711240108.0;22;5500;4;6.0;ALQUILER;26784;PAGO_DEUDAS;0.21;14.74;1;N
721396758.0;23;5500;2;3.0;ALQUILER;27996;SALUD;0.2;12.53;0;N
715636533.0;24;9600;2;9.0;HIPOTECA;47000;INVERSIONES;0.2;15.96;0;N
711508608.0;25;5500;4;0.0;ALQUILER;28800;PAGO_DEUDAS;0.19;9.76;0;N
716669658.0;22;5500;3;2.0;ALQUILER;30000;PERSONAL;0.18;11.86;0;N
718212633.0;22;5500;4;1.0;ALQUILER;30000;PERSONAL;0.18;12.53;0;N
708357183.0;22;7000;4;6.0;HIPOTECA;41000;PAGO_DEUDAS;0.17;7.9;1;N
713629533.0;25;5500;4;2.0;ALQUILER;30000;EDUCACIÓN;0.18;8.0;0;N
771450708.0;24;12000;3;0.0;HIPOTECA;47000;PERSONAL;0.26;13.49;0;Y
711311883.0;25;7000;4;9.0;PROPIA;47000;PERSONAL;0.15;7.51;0;N
708113208.0;24;5500;4;3.0;ALQUILER;33000;PERSONAL;0.17;11.11;0;N
802673508.0;22;5500;3;0.0;ALQUILER;33000;PAGO_DEUDAS;0.17;;1;Y
788786208.0;24;3000;3;8.0;HIPOTECA;47000;PERSONAL;0.06;12.69;0;N
720043533.0;26;6600;2;5.0;HIPOTECA;47000;SALUD;0.14;7.9;0;N
721032633.0;22;10600;4;7.0;HIPOTECA;47000;PERSONAL;0.23;15.96;0;Y
801083133.0;23;5500;3;7.0;ALQUILER;33000;PERSONAL;0.17;14.54;0;Y
716246733.0;23;8000;3;7.0;HIPOTECA;47000;SALUD;0.17;10.65;0;N
807157833.0;25;5500;4;1.0;ALQUILER;33280;SALUD;0.17;;0;N
828285858.0;23;5500;3;1.0;ALQUILER;33600;PAGO_DEUDAS;0.16;;0;N
711148308.0;25;4000;4;9.0;PROPIA;47000;INVERSIONES;0.09;6.62;0;N
712810233.0;21;5400;3;2.0;HIPOTECA;47000;SALUD;0.11;8.9;0;N
718890933.0;24;5500;2;3.0;ALQUILER;33900;EDUCACIÓN;0.16;17.58;0;N
716364408.0;23;5500;2;1.0;ALQUILER;33996;EDUCACIÓN;0.16;13.47;0;Y
710461083.0;26;5500;2;3.0;ALQUILER;34000;PERSONAL;0.16;16.89;0;Y
714098883.0;26;5500;3;1.0;ALQUILER;34000;INVERSIONES;0.16;13.11;0;N
779327733.0;26;12500;2;8.0;PROPIA;47000;INVERSIONES;0.27;8.49;0;N
709306983.0;25;10400;2;5.0;HIPOTECA;47000;EDUCACIÓN;0.22;11.49;0;N
769035933.0;26;5500;2;2.0;ALQUILER;36000;PERSONAL;0.15;10.65;0;N
813182658.0;23;5500;3;5.0;ALQUILER;36000;EDUCACIÓN;0.15;17.14;0;Y
781110408.0;21;5500;2;2.0;ALQUILER;36500;INVERSIONES;0.15;7.51;0;N
818007783.0;24;5500;2;3.0;ALQUILER;37000;PERSONAL;0.15;9.2;0;N
708862233.0;24;5500;3;2.0;ALQUILER;38400;PAGO_DEUDAS;0.14;6.92;0;N
789392883.0;23;6000;2;1.0;HIPOTECA;47000;INVERSIONES;0.13;5.99;0;N
714006333.0;22;5500;2;0.0;ALQUILER;38500;PERSONAL;0.14;7.74;0;N
803805483.0;22;3000;3;6.0;PROPIA;47000;SALUD;0.06;5.42;0;N
710579583.0;25;5500;3;6.0;ALQUILER;40000;INVERSIONES;0.14;;0;N
711907083.0;24;15000;2;7.0;HIPOTECA;47000;SALUD;0.32;10.74;0;N
718696458.0;24;15000;3;5.0;HIPOTECA;47000;SALUD;0.32;7.66;0;N
710611683.0;23;5500;4;0.0;ALQUILER;40440;EDUCACIÓN;0.14;12.73;0;N
770596458.0;23;13850;4;7.0;HIPOTECA;47000;PAGO_DEUDAS;0.29;12.68;0;Y
721511883.0;26;3000;2;0.0;HIPOTECA;47000;PERSONAL;0.06;5.79;0;N
709534083.0;23;5500;2;5.0;ALQUILER;37000;PAGO_DEUDAS;0.15;15.31;1;Y
779116158.0;23;5500;4;1.0;ALQUILER;43000;PAGO_DEUDAS;0.13;11.89;0;N
720193533.0;24;5500;4;2.0;ALQUILER;37004;INVERSIONES;0.15;15.05;1;N
753094533.0;22;5500;4;2.0;ALQUILER;44400;EDUCACIÓN;0.12;12.73;0;N
719545983.0;22;15000;2;3.0;HIPOTECA;47000;SALUD;0.32;7.66;0;N
716494383.0;24;6000;4;1.0;PROPIA;47000;PERSONAL;0.13;11.11;0;N
769892058.0;24;6000;3;4.0;HIPOTECA;47000;MEJORAS_HOGAR;0.13;7.66;0;N
709098108.0;22;5500;2;3.0;ALQUILER;45000;EDUCACIÓN;0.12;10.38;0;N
715705683.0;22;5500;4;3.0;ALQUILER;48000;EDUCACIÓN;0.11;11.49;0;N
715724808.0;25;5500;4;3.0;ALQUILER;48000;SALUD;0.11;7.49;0;N
717123858.0;23;5500;3;2.0;ALQUILER;48880;EDUCACIÓN;0.11;10.99;0;N
716236683.0;21;5500;3;0.0;ALQUILER;44000;PERSONAL;0.13;15.28;1;N
771224358.0;24;8500;3;1.0;HIPOTECA;47000;PAGO_DEUDAS;0.18;;0;N
710595783.0;22;5500;3;6.0;ALQUILER;50000;PAGO_DEUDAS;0.11;7.14;0;N
711409833.0;23;7000;3;4.0;PROPIA;47000;SALUD;0.15;7.51;0;N
721174008.0;21;7000;3;5.0;HIPOTECA;47000;PERSONAL;0.15;7.14;0;N
709632483.0;23;7500;4;8.0;HIPOTECA;47000;INVERSIONES;0.16;7.51;0;N
708949908.0;22;5500;2;3.0;ALQUILER;44052;PAGO_DEUDAS;0.12;;1;Y
718431258.0;23;5500;3;3.0;ALQUILER;54000;INVERSIONES;0.1;8.94;0;N
817029108.0;24;5500;2;6.0;ALQUILER;54000;PAGO_DEUDAS;0.1;8.07;0;N
769577358.0;23;5500;4;0.0;ALQUILER;55000;PERSONAL;0.1;11.71;0;N
815589558.0;22;5500;3;7.0;ALQUILER;56000;EDUCACIÓN;0.1;9.38;0;N
715315008.0;24;9000;3;0.0;HIPOTECA;47000;SALUD;0.19;8.94;0;N
779310033.0;26;5500;2;3.0;ALQUILER;51000;MEJORAS_HOGAR;0.11;13.49;1;Y
779252283.0;25;5500;4;1.0;ALQUILER;57000;MEJORAS_HOGAR;0.1;10.99;0;N
714533058.0;26;5500;3;10.0;ALQUILER;51600;MEJORAS_HOGAR;0.11;11.99;1;N
710116833.0;21;5500;2;1.0;ALQUILER;59000;EDUCACIÓN;0.09;5.42;0;N
718586133.0;22;10000;4;6.0;HIPOTECA;41000;EDUCACIÓN;0.24;13.57;1;N
796931508.0;22;5500;2;0.0;ALQUILER;60000;SALUD;0.09;7.88;0;N
714192933.0;24;10000;4;5.0;HIPOTECA;47000;PAGO_DEUDAS;0.21;13.79;0;Y
773322558.0;24;12000;4;3.0;HIPOTECA;47000;MEJORAS_HOGAR;0.26;12.21;0;N
714287583.0;25;5000;3;9.0;HIPOTECA;41000;EDUCACIÓN;0.12;11.78;1;Y
716570958.0;23;5500;3;7.0;ALQUILER;62000;INVERSIONES;0.09;17.49;0;N
714554808.0;26;5500;4;0.0;ALQUILER;62400;PERSONAL;0.09;9.76;0;N
717903108.0;24;6600;2;1.0;HIPOTECA;41000;SALUD;0.16;10.71;1;N
771464808.0;24;5500;2;2.0;ALQUILER;62472;EDUCACIÓN;0.09;12.73;0;N
708234558.0;24;5500;4;3.0;ALQUILER;64000;EDUCACIÓN;0.09;10.75;0;N
715737258.0;24;5500;3;8.0;ALQUILER;72000;EDUCACIÓN;0.08;9.91;0;N
710188308.0;24;5500;3;2.0;ALQUILER;72996;PERSONAL;0.08;11.49;0;N
708670608.0;24;5500;3;0.0;ALQUILER;73700;INVERSIONES;0.07;14.65;0;N
714839808.0;26;5525;4;0.0;ALQUILER;90000;EDUCACIÓN;0.06;11.36;0;N
811140933.0;22;10000;3;6.0;HIPOTECA;47091;INVERSIONES;0.21;;0;N
788937933.0;24;4000;3;;HIPOTECA;47100;PERSONAL;0.08;11.49;0;N
718265658.0;24;11000;4;0.0;HIPOTECA;47110;PERSONAL;0.23;10.99;0;N
718975083.0;24;5550;3;0.0;ALQUILER;22000;PERSONAL;0.25;12.41;1;N
721527858.0;23;5550;4;7.0;ALQUILER;24000;INVERSIONES;0.23;12.53;0;N
714312708.0;22;5550;3;5.0;ALQUILER;31000;SALUD;0.18;11.36;1;N
715821183.0;22;5550;4;2.0;ALQUILER;47004;INVERSIONES;0.12;7.49;0;N
709487058.0;21;7000;4;1.0;HIPOTECA;47200;SALUD;0.15;13.23;0;N
712675158.0;24;5575;4;;ALQUILER;20485;PERSONAL;0.27;7.9;0;N
826473858.0;24;10000;3;8.0;PROPIA;47211;INVERSIONES;0.21;11.83;0;N
817382958.0;25;5575;4;5.0;ALQUILER;28800;PERSONAL;0.19;6.62;0;N
712894308.0;22;11500;3;6.0;HIPOTECA;41244;PAGO_DEUDAS;0.28;11.58;1;N
714031083.0;22;5600;2;1.0;ALQUILER;14400;INVERSIONES;0.39;14.59;1;Y
712927383.0;21;5600;4;1.0;ALQUILER;18000;MEJORAS_HOGAR;0.31;18.09;1;N
712349808.0;26;6000;4;3.0;HIPOTECA;47300;INVERSIONES;0.13;12.69;0;N
778780008.0;24;9500;2;5.0;HIPOTECA;47300;PERSONAL;0.2;8.49;0;N
711430908.0;24;5600;2;0.0;ALQUILER;19200;PAGO_DEUDAS;0.29;8.9;1;N
779670783.0;24;5600;3;1.0;ALQUILER;19800;PAGO_DEUDAS;0.28;5.79;1;N
718757808.0;21;5600;4;;ALQUILER;20000;SALUD;0.28;10.75;0;N
716389833.0;25;6500;2;0.0;HIPOTECA;47412;EDUCACIÓN;0.14;8.59;0;N
718469658.0;22;20000;3;6.0;HIPOTECA;47472;INVERSIONES;0.42;11.83;0;N
779530908.0;24;5600;4;0.0;ALQUILER;24000;SALUD;0.23;12.73;0;N
719772258.0;22;5325;4;0.0;HIPOTECA;47484;EDUCACIÓN;0.11;10.62;0;N
809849358.0;23;5600;4;3.0;ALQUILER;25000;SALUD;0.22;11.11;0;N
809363958.0;21;5600;2;5.0;ALQUILER;25000;INVERSIONES;0.22;7.29;0;N
709165533.0;22;5600;2;0.0;ALQUILER;26000;PAGO_DEUDAS;0.22;8.0;0;N
809846283.0;24;12000;3;7.0;HIPOTECA;47500;PAGO_DEUDAS;0.25;9.91;0;N
708427908.0;22;6000;3;6.0;HIPOTECA;47500;INVERSIONES;0.13;7.9;0;N
772442883.0;24;5600;2;0.0;ALQUILER;28000;PERSONAL;0.2;14.12;1;Y
713374533.0;24;13750;4;3.0;HIPOTECA;47500;SALUD;0.29;11.71;0;N
721228308.0;21;5600;2;1.0;ALQUILER;30000;PERSONAL;0.19;14.46;1;N
815908908.0;21;5600;2;3.0;ALQUILER;30000;EDUCACIÓN;0.19;13.61;0;Y
708708858.0;23;5600;4;3.0;ALQUILER;30000;INVERSIONES;0.19;;0;N
789328083.0;25;5600;4;9.0;ALQUILER;30000;MEJORAS_HOGAR;0.19;;1;Y
721111233.0;24;5600;2;2.0;ALQUILER;30996;SALUD;0.18;7.49;0;N
708538608.0;24;7000;3;8.0;HIPOTECA;47500;MEJORAS_HOGAR;0.15;7.74;0;N
718866633.0;22;5600;3;3.0;ALQUILER;32000;PAGO_DEUDAS;0.17;7.9;0;N
719100633.0;25;5600;3;6.0;ALQUILER;33600;SALUD;0.17;9.25;0;N
822905058.0;22;12250;2;4.0;HIPOTECA;47540;SALUD;0.26;10.62;0;N
816549933.0;22;4000;2;6.0;HIPOTECA;47580;SALUD;0.08;6.62;0;N
712667958.0;21;14000;2;5.0;HIPOTECA;47580;EDUCACIÓN;0.29;6.03;0;N
716421633.0;25;5600;4;0.0;ALQUILER;29004;PERSONAL;0.19;13.79;1;N
819979458.0;23;5600;4;1.0;ALQUILER;36000;SALUD;0.16;7.9;0;N
809559933.0;26;18000;3;7.0;HIPOTECA;41682;PAGO_DEUDAS;0.43;13.22;1;Y
708100533.0;25;12375;4;1.0;HIPOTECA;47700;MEJORAS_HOGAR;0.26;7.9;0;N
778669608.0;25;5600;4;0.0;ALQUILER;36276;EDUCACIÓN;0.15;9.99;0;N
802867683.0;24;5600;4;5.0;ALQUILER;38000;PAGO_DEUDAS;0.15;6.62;0;N
711893358.0;22;4500;4;5.0;HIPOTECA;47748;PERSONAL;0.09;6.39;0;N
785410158.0;24;5600;3;6.0;ALQUILER;38000;INVERSIONES;0.15;;0;N
718596858.0;21;15000;2;2.0;HIPOTECA;47760;PERSONAL;0.31;6.03;0;N
789662283.0;22;1500;3;5.0;HIPOTECA;47800;PERSONAL;0.03;13.43;0;Y
708338958.0;22;15000;4;3.0;HIPOTECA;47800;SALUD;0.31;11.86;0;N
714688833.0;22;5600;4;0.0;ALQUILER;33000;SALUD;0.17;13.23;1;Y
712805658.0;25;5600;3;2.0;ALQUILER;40000;PAGO_DEUDAS;0.14;;0;N
815598858.0;23;5600;3;7.0;ALQUILER;40000;EDUCACIÓN;0.14;13.8;0;N
711527508.0;25;5600;4;9.0;ALQUILER;40000;SALUD;0.14;14.61;0;Y
779412783.0;25;5600;3;9.0;ALQUILER;40800;PERSONAL;0.14;16.77;0;N
780036483.0;26;5600;4;10.0;ALQUILER;41000;PAGO_DEUDAS;0.14;15.96;0;N
720768258.0;25;5600;2;6.0;ALQUILER;42000;SALUD;0.13;7.49;0;N
716023533.0;22;15000;4;4.0;HIPOTECA;47940;PAGO_DEUDAS;0.31;;0;N
714075708.0;22;15000;4;;HIPOTECA;47952;INVERSIONES;0.31;6.17;0;N
787475433.0;26;5600;2;6.0;ALQUILER;43860;INVERSIONES;0.13;9.63;0;N
712241433.0;26;11000;3;10.0;HIPOTECA;48000;PAGO_DEUDAS;0.23;13.49;0;N
807990108.0;22;5600;4;1.0;ALQUILER;39000;MEJORAS_HOGAR;0.14;14.96;1;N
716641983.0;21;7350;2;5.0;HIPOTECA;48000;INVERSIONES;0.15;10.65;0;N
787505133.0;24;2200;4;8.0;PROPIA;48000;INVERSIONES;0.05;15.27;0;Y
708989358.0;24;5600;2;0.0;ALQUILER;47700;SALUD;0.12;9.99;0;N
708807483.0;24;5600;3;7.0;ALQUILER;48000;SALUD;0.12;11.14;0;N
715774833.0;24;5600;2;7.0;ALQUILER;48000;PERSONAL;0.12;10.62;0;N
714733908.0;23;5600;4;3.0;ALQUILER;50000;SALUD;0.11;11.49;0;N
721067658.0;24;5600;4;4.0;ALQUILER;50000;MEJORAS_HOGAR;0.11;;0;N
719018208.0;23;5600;4;0.0;ALQUILER;50000;SALUD;0.11;11.03;0;Y
788997408.0;23;5600;4;3.0;ALQUILER;50004;EDUCACIÓN;0.11;10.59;0;N
719835033.0;26;5600;2;5.0;ALQUILER;51000;PERSONAL;0.11;7.49;0;N
771854808.0;24;5600;2;2.0;ALQUILER;52000;SALUD;0.11;7.29;0;N
717299958.0;22;3200;3;;HIPOTECA;42000;PERSONAL;0.08;7.9;1;N
720778458.0;22;5600;3;3.0;ALQUILER;52800;EDUCACIÓN;0.11;7.29;0;N
713019783.0;24;5600;4;3.0;ALQUILER;54000;INVERSIONES;0.1;10.59;0;N
709747308.0;23;10000;4;7.0;HIPOTECA;48000;EDUCACIÓN;0.21;10.65;0;N
801366783.0;22;5600;2;4.0;ALQUILER;54000;INVERSIONES;0.1;9.63;0;N
798786333.0;23;2400;4;5.0;PROPIA;48000;SALUD;0.05;12.69;0;N
715117008.0;21;5600;2;5.0;ALQUILER;55692;PERSONAL;0.1;6.62;0;N
713944833.0;24;5600;3;8.0;ALQUILER;56000;EDUCACIÓN;0.1;6.03;0;N
713569158.0;26;5600;4;4.0;ALQUILER;56000;SALUD;0.1;8.59;0;N
713037333.0;22;5600;2;6.0;ALQUILER;56000;SALUD;0.1;8.32;0;N
770968383.0;25;23500;4;0.0;HIPOTECA;48000;SALUD;0.49;13.49;0;Y
718267233.0;23;5600;2;7.0;ALQUILER;56880;EDUCACIÓN;0.1;;0;N
709736658.0;22;12000;3;6.0;PROPIA;48000;INVERSIONES;0.25;6.03;0;N
710929233.0;22;5600;4;6.0;ALQUILER;60000;PERSONAL;0.09;10.65;0;N
714290583.0;23;5600;2;1.0;ALQUILER;60000;PERSONAL;0.09;7.29;0;N
717972408.0;21;5600;3;3.0;ALQUILER;60000;PAGO_DEUDAS;0.09;9.25;0;N
718626033.0;23;5600;4;;ALQUILER;62000;INVERSIONES;0.09;9.99;0;N
720008133.0;26;10000;3;7.0;HIPOTECA;48000;SALUD;0.21;;0;N
710476908.0;22;1500;3;0.0;PROPIA;48000;INVERSIONES;0.03;16.29;0;N
709888383.0;23;5600;4;0.0;ALQUILER;63000;PAGO_DEUDAS;0.09;8.49;0;N
788864508.0;22;15000;4;6.0;HIPOTECA;48000;EDUCACIÓN;0.31;;0;N
719549508.0;22;3000;3;5.0;HIPOTECA;48000;PERSONAL;0.06;;0;N
718670808.0;24;5600;3;2.0;ALQUILER;60500;PERSONAL;0.09;14.91;1;N
718211208.0;25;5600;3;2.0;ALQUILER;68515;SALUD;0.08;12.61;0;N
712578933.0;24;2000;4;;HIPOTECA;48000;MEJORAS_HOGAR;0.04;12.69;0;N
709343433.0;24;8400;4;9.0;HIPOTECA;48000;INVERSIONES;0.17;;0;N
767488908.0;24;5600;3;1.0;ALQUILER;69000;INVERSIONES;0.08;9.99;0;N
719531133.0;22;5000;4;0.0;HIPOTECA;48000;SALUD;0.1;6.03;0;N
719006508.0;23;2500;3;7.0;HIPOTECA;48000;PAGO_DEUDAS;0.05;11.71;0;N
771723408.0;23;5600;2;7.0;ALQUILER;69996;INVERSIONES;0.08;13.11;0;Y
721287183.0;25;5600;4;3.0;ALQUILER;70000;SALUD;0.08;7.9;0;N
709080783.0;23;20000;4;7.0;PROPIA;48000;EDUCACIÓN;0.42;11.71;0;N
714010383.0;26;13800;2;10.0;HIPOTECA;48000;INVERSIONES;0.29;13.49;0;Y
710520408.0;22;5600;3;3.0;ALQUILER;70000;PERSONAL;0.08;11.14;0;N
716513358.0;23;5600;2;7.0;ALQUILER;72000;INVERSIONES;0.08;11.12;0;N
785262333.0;23;10500;2;8.0;HIPOTECA;48000;INVERSIONES;0.22;7.51;0;N
715372083.0;23;10000;3;8.0;HIPOTECA;48000;PERSONAL;0.21;10.65;0;N
780034083.0;25;6000;2;0.0;PROPIA;48000;PERSONAL;0.13;10.65;0;N
794581533.0;25;5600;4;7.0;ALQUILER;58650;SALUD;0.08;14.84;1;N
710013258.0;23;5600;4;4.0;ALQUILER;79000;SALUD;0.07;11.12;0;N
719073483.0;25;5600;4;2.0;ALQUILER;81600;EDUCACIÓN;0.07;5.99;0;N
789173958.0;24;19000;3;;HIPOTECA;42000;SALUD;0.45;6.99;1;N
789575583.0;21;5600;4;3.0;ALQUILER;89610;PAGO_DEUDAS;0.06;6.54;0;N
808675083.0;21;15000;2;5.0;PROPIA;48000;INVERSIONES;0.31;;0;N
710864358.0;23;2500;3;7.0;PROPIA;48000;SALUD;0.05;5.42;0;N
712574583.0;26;5600;3;10.0;ALQUILER;102552;SALUD;0.05;9.99;0;N
719084358.0;24;5625;4;0.0;ALQUILER;25000;PAGO_DEUDAS;0.23;12.68;0;N
714389058.0;25;3500;4;9.0;HIPOTECA;48000;SALUD;0.07;5.42;0;N
711144183.0;26;5650;3;0.0;ALQUILER;36000;EDUCACIÓN;0.16;;0;Y
715767033.0;22;5650;4;6.0;ALQUILER;51000;INVERSIONES;0.11;9.91;0;N
779281233.0;26;2000;2;10.0;HIPOTECA;48000;PERSONAL;0.04;10.99;0;N
712434708.0;25;1400;4;3.0;HIPOTECA;48000;SALUD;0.03;14.79;0;Y
717147708.0;22;4400;3;6.0;HIPOTECA;48000;PAGO_DEUDAS;0.09;5.99;0;N
715029333.0;23;5650;2;7.0;ALQUILER;67200;EDUCACIÓN;0.08;13.47;0;N
806989008.0;23;5675;2;0.0;ALQUILER;66500;INVERSIONES;0.09;;0;N
771037008.0;26;12000;3;0.0;HIPOTECA;48000;PAGO_DEUDAS;0.25;;0;N
708412758.0;24;5700;4;0.0;ALQUILER;11476;SALUD;0.5;7.49;1;N
710587458.0;22;5700;3;1.0;ALQUILER;35000;EDUCACIÓN;0.16;12.99;0;N
710563458.0;22;5700;4;4.0;ALQUILER;37000;EDUCACIÓN;0.15;5.42;0;N
